qid	pid	score,pid	query	score
918496	4929890	14.406877517700195,
998738	4142026	14.27552604675293,
340371	773096	14.138051986694336,
1035494	2715554	13.839386940002441,
1052799	2461149	13.30517292022705,
479814	3185233	14.041284561157227,
620530	1366075	14.15367603302002,
996460	3605958	14.574544906616211,
489117	1636308	13.849339485168457,
968555	4233003	14.989933967590332,
1138824	2651744	14.331836700439453,
1031630	3485264	13.699864387512207,
681841	1317269	13.041227340698242,
412495	1505229	14.38266372680664,
586631	1154370	14.080862998962402,
1138788	2655376	13.950064659118652,
1030764	2808627	13.775434494018555,
1035120	5982498	14.344890594482422,
876236	3748941	14.39238166809082,
448636	1419449	14.224056243896484,
1042670	4725405	14.044849395751953,
767601	1641115	14.053566932678223,
1029785	3216395	13.007070541381836,
1031361	3459307	14.196049690246582,
939397	2400041	14.175684928894043,
927403	5225615	14.290704727172852,
1177041	6734318	14.50977611541748,
1071174	3908347	14.367984771728516,
771731	5388000	13.855680465698242,
937543	2810995	14.181841850280762,
539183	6423133	14.054698944091797,
932848	3080681	13.97771167755127,
1042665	2436272	13.415117263793945,
261744	5715905	14.027274131774902,
1055257	5978435	14.755255699157715,
968609	2539030	13.399932861328125,
939444	3768020	13.841141700744629,
1019452	2503880	13.676275253295898,
880549	3588100	14.109404563903809,
1139252	2609803	14.313154220581055,
917933	3185241	13.866268157958984,
143853	3420905	14.122604370117188,
662630	3716577	13.933236122131348,
647611	6202419	13.903024673461914,
1030870	3037648	13.669095993041992,
761937	2499442	14.286455154418945,
1017857	2401795	12.884562492370605,
651624	581711	14.154520034790039,
1053637	4305945	14.12607192993164,
1054918	5085851	14.203861236572266,
938838	2488160	14.25281810760498,
89230	6442259	14.748148918151855,
934335	2499786	14.053302764892578,
1032714	2517633	13.633919715881348,
1055947	5278406	14.575407981872559,
28378	6434770	14.382231712341309,
1061553	6122094	14.853347778320312,
1048189	3375824	13.66025161743164,
879201	5284409	13.830867767333984,
904215	3664016	14.837624549865723,
450161	4245000	14.76016616821289,
1030713	3018556	14.172521591186523,
5163	6264318	14.05662727355957,
1022447	2746504	14.01658821105957,
927646	4490284	13.295248031616211,
1032677	4788107	13.804594993591309,
786707	2919121	14.795332908630371,
1055566	3656888	13.549808502197266,
1031386	4898643	14.174004554748535,
450154	6269354	14.56243896484375,
880755	2634834	14.464733123779297,
1037735	3840852	13.20103931427002,
665173	1135324	14.14210319519043,
651397	1986081	13.998588562011719,
1034112	4521650	13.9307222366333,
540734	5788585	14.181068420410156,
340836	6816503	13.777178764343262,
150812	2096740	14.486795425415039,
500538	7004496	13.838945388793945,
151607	4314610	13.951713562011719,
286783	7525388	14.063191413879395,
997725	2511061	14.117462158203125,
883969	2899482	15.061164855957031,
938859	4469606	13.840206146240234,
1172843	1106578	13.95206069946289,
340882	1604722	14.24787712097168,
1036621	5233792	13.983120918273926,
1176362	6920068	13.06695556640625,
1140349	2508380	15.031852722167969,
1047023	2688582	14.025885581970215,
1036787	2687074	13.642158508300781,
1175587	6990664	15.00399398803711,
1044185	5366373	14.254128456115723,
425430	1169143	14.08401107788086,
656361	1967409	14.641653060913086,
1172054	1919149	13.222661972045898,
1053732	2528272	15.406534194946289,
1054995	6115662	14.05449104309082,
1182706	1238799	13.467378616333008,
993572	4369294	13.566884994506836,
265110	4365293	14.001105308532715,
463427	6059824	14.340253829956055,
1048103	4168535	14.268898010253906,
671357	6180972	14.339899063110352,
849531	4630526	15.305046081542969,
538697	6781361	14.103055000305176,
489040	5918277	14.782463073730469,
140949	1547394	14.655340194702148,
1168316	5625013	13.45469856262207,
466851	2009790	14.128467559814453,
540580	709297	14.382979393005371,
909436	4923710	13.983816146850586,
55471	6155230	13.52509880065918,
336334	671987	15.011140823364258,
511195	784906	14.88675308227539,
894362	4276501	14.38531494140625,
1058859	3604561	14.66328239440918,
448397	2171098	13.410446166992188,
470288	737218	14.489612579345703,
927099	3157803	13.804180145263672,
1037943	4751640	13.978546142578125,
991956	2319834	15.15993881225586,
1039593	4747338	14.06428337097168,
1142398	2308678	14.334386825561523,
651011	1382672	14.58877182006836,
187457	5047573	15.028697967529297,
336052	2010844	12.56228256225586,
617659	1945302	13.827871322631836,
1055290	5442791	13.884825706481934,
214182	1552816	14.163495063781738,
432960	5582824	14.371424674987793,
619144	1768943	14.242838859558105,
507003	6775956	14.759716987609863,
336018	6000517	14.236133575439453,
968240	4246855	13.301130294799805,
926433	2749918	13.89209270477295,
1057679	5380872	14.441848754882812,
292669	894993	14.523358345031738,
314063	5932129	14.638675689697266,
762412	3715782	14.053282737731934,
539188	1019203	13.86279010772705,
548415	201938	14.765199661254883,
968290	2722619	14.874984741210938,
1185296	3815852	13.692151069641113,
1140394	2503510	13.451377868652344,
461361	2882499	14.739303588867188,
940078	4931538	14.008753776550293,
1038060	2469228	14.364958763122559,
115026	2671876	14.095216751098633,
618028	336456	13.491302490234375,
1182384	1571698	13.74881649017334,
448803	256335	13.920306205749512,
1174592	922602	14.179291725158691,
1034479	2466908	13.539603233337402,
1041447	3148343	14.371761322021484,
213929	2407138	14.235369682312012,
620329	6697626	15.090763092041016,
1182270	1689718	14.262383460998535,
1057401	6299973	14.525910377502441,
493169	6283126	14.810493469238281,
73150	6620822	14.510223388671875,
1053281	4530157	13.992462158203125,
1167144	6717213	13.82015609741211,
430063	3290104	13.703590393066406,
336138	6459082	12.584661483764648,
1154394	1167675	14.26974105834961,
447010	2210810	14.155287742614746,
619236	1670768	14.966796875,
650951	5627427	14.23670768737793,
313267	8386324	14.47726058959961,
408733	2025846	12.970246315002441,
485897	6186027	14.838973999023438,
834721	3356278	13.797730445861816,
507993	1301177	13.746585845947266,
1154292	1176994	14.525208473205566,
335817	4633113	14.223652839660645,
893057	3059887	13.971166610717773,
84234	2962937	14.703673362731934,
1009580	2881728	13.472555160522461,
1077255	3647139	14.410975456237793,
115404	2584563	14.869651794433594,
411486	6931071	12.921603202819824,
341257	3168994	15.701904296875,
298596	6506025	14.240049362182617,
1031377	2261688	13.080178260803223,
1039734	4960503	14.027457237243652,
957292	3137904	13.38027572631836,
1027517	3517277	14.615035057067871,
193370	4684880	14.020796775817871,
1025993	5358124	14.21728801727295,
1027898	2963521	13.957664489746094,
275551	4929047	14.058116912841797,
1081826	3211424	14.620779991149902,
916586	3887375	14.5246000289917,
773937	2361732	14.459434509277344,
1055428	3294873	14.570923805236816,
958726	4709523	13.716404914855957,
1034877	4572497	12.986178398132324,
831710	4164089	14.764009475708008,
921756	4096769	14.118790626525879,
115362	4753174	14.483606338500977,
1033063	2735006	14.386822700500488,
415014	460085	14.194457054138184,
322862	4047154	14.72291374206543,
213078	1333414	14.373273849487305,
985500	4634650	14.589253425598145,
1138017	2730732	14.271916389465332,
864428	3220018	14.167251586914062,
433314	418391	15.02177619934082,
194447	6161069	14.83580207824707,
868540	2287140	13.990242004394531,
1033456	4389048	13.824776649475098,
984754	3712965	13.699738502502441,
331166	2826888	13.787527084350586,
958741	3829412	13.8641357421875,
1040778	5038273	14.18008041381836,
888034	3977476	14.898645401000977,
213631	8304656	14.464921951293945,
1043075	4070221	13.679161071777344,
1043007	2932431	14.129453659057617,
1079026	3462566	14.24065113067627,
1147049	1869380	13.920065879821777,
539722	5262830	14.382959365844727,
937074	2843721	13.311151504516602,
143236	3824825	13.360282897949219,
937322	2873636	13.830711364746094,
971663	2348016	14.323081016540527,
1030672	3181409	14.229204177856445,
1047861	3606442	13.506180763244629,
304339	7982073	13.958222389221191,
279291	5861286	14.246237754821777,
461931	1565887	14.724316596984863,
1053389	3659745	14.246618270874023,
998118	2535924	14.114347457885742,
144737	4054650	15.242729187011719,
143421	2341156	13.829087257385254,
938327	2715392	14.329607009887695,
908726	3274661	13.933633804321289,
1037898	2637547	14.048839569091797,
1056343	4497806	13.576056480407715,
1062820	4128194	15.005199432373047,
1076368	4170808	14.10533618927002,
921526	4678579	14.822246551513672,
540619	4415454	13.889348030090332,
531159	2120313	14.748269081115723,
448597	6834712	14.17077922821045,
1038931	3734607	13.699382781982422,
1034135	3001767	14.36233901977539,
738970	465336	14.652597427368164,
1146418	1925793	13.742681503295898,
1031554	4768615	15.64970588684082,
956599	6311656	14.673934936523438,
1176410	6915807	14.375101089477539,
144428	196532	13.881690979003906,
1039253	3687606	14.161720275878906,
455693	7643428	13.885869979858398,
898602	5033954	14.11898422241211,
1004147	2381635	13.931912422180176,
334858	3680490	14.476309776306152,
799004	3573764	14.006915092468262,
444970	4080931	13.60311508178711,
540683	1907569	13.537940979003906,
991319	3136524	13.672433853149414,
1002033	2677441	14.183906555175781,
664132	1909200	14.36474609375,
1050571	2561148	14.39094352722168,
927651	5369002	14.411584854125977,
144697	3926938	13.938069343566895,
772197	4441736	14.766489028930664,
1037416	2905711	13.576676368713379,
641067	271822	15.252557754516602,
729724	990008	13.893614768981934,
401548	1163422	13.861695289611816,
115368	449218	13.626151084899902,
1026380	5117435	14.770040512084961,
1002109	5221307	13.533856391906738,
1038887	4515715	13.764518737792969,
1054169	4882564	14.208242416381836,
599248	8138962	13.773797035217285,
1000867	2670297	13.945096969604492,
297482	5121159	14.96168041229248,
909585	4618778	14.023951530456543,
961326	2679570	14.775721549987793,
1037776	5354291	14.126554489135742,
651894	6700383	14.77606201171875,
165442	1150489	15.230770111083984,
1029590	2970833	13.679494857788086,
340928	8204163	14.777853965759277,
7805	2302174	13.777359008789062,
1029798	4039006	13.965066909790039,
447722	8060603	14.84941577911377,
885763	5333054	14.535621643066406,
619099	1972489	13.197665214538574,
619692	3988592	13.979098320007324,
441490	7419221	13.962455749511719,
23176	6449972	14.86659049987793,
1037490	4948412	14.179328918457031,
411627	2006160	13.484670639038086,
168306	1565811	15.12801742553711,
918548	3342644	14.33570384979248,
958568	2438046	14.044525146484375,
1053696	5397787	14.60584545135498,
1031315	4767628	13.204442977905273,
762430	5379357	14.789342880249023,
565575	461310	14.470821380615234,
1167166	6695854	14.035575866699219,
143537	5602433	13.739639282226562,
283238	5684046	14.372916221618652,
651589	4473251	13.954989433288574,
1185406	2703599	14.314090728759766,
1046608	3577621	13.852778434753418,
503606	3866178	14.225138664245605,
503606	3866177	14.225138664245605,
463189	928462	14.093986511230469,
1174765	7066556	14.604272842407227,
834744	3340451	14.56393051147461,
1036067	2288972	14.333551406860352,
1077308	2322194	14.707395553588867,
724352	1746695	14.50931167602539,
284240	3400158	14.54337215423584,
1046731	3308599	13.969735145568848,
548388	2136269	15.059314727783203,
500506	7413385	14.400436401367188,
868121	3347110	14.439146041870117,
892561	2791268	14.609796524047852,
1010557	2718785	14.208909034729004,
1042089	2347634	14.244013786315918,
1159098	704369	14.07119083404541,
922596	4786739	14.869749069213867,
1168299	2086604	14.039436340332031,
405959	6389225	14.452905654907227,
1040563	3031332	14.494305610656738,
143715	4220918	14.43090534210205,
336847	5561307	12.95571517944336,
761889	4291292	14.272031784057617,
1055149	4997282	14.809744834899902,
669625	537693	14.91218376159668,
968401	4484621	14.163381576538086,
1027365	3477105	14.230390548706055,
1034473	2721600	13.98393440246582,
446603	3804045	14.51513957977295,
1144659	2089106	13.574479103088379,
1055701	5945594	14.463102340698242,
1047531	2856384	14.433586120605469,
687847	6671477	14.35342788696289,
1144320	2122977	14.913688659667969,
968749	2856226	13.625448226928711,
341355	292201	14.820423126220703,
749753	6998413	14.443161010742188,
665223	6701777	14.687382698059082,
460967	1389287	14.300045013427734,
341268	4289759	14.30636978149414,
213798	5147846	14.205039024353027,
213799	5147846	14.205039024353027,
161692	4730338	14.283267974853516,
1039504	4096382	14.035041809082031,
521867	1218011	13.25316047668457,
1018010	4323364	13.8305082321167,
1180284	3763899	15.233772277832031,
1174427	2617331	14.397984504699707,
337419	5221473	14.36618423461914,
1047265	2899848	13.388463020324707,
963402	5026321	14.339924812316895,
958212	2575270	15.199884414672852,
1175528	6996154	14.700510025024414,
456547	983161	14.360281944274902,
940644	2925087	14.720399856567383,
56764	6230697	14.20780086517334,
1176057	6947168	14.908604621887207,
935254	4414048	14.372100830078125,
164012	5470577	14.82927417755127,
426503	4218475	14.452804565429688,
1031001	4004219	14.700510025024414,
320176	3589592	13.491192817687988,
1073263	4560423	14.544622421264648,
1039148	4831781	15.045333862304688,
1165244	1171761	14.110543251037598,
540263	2064830	14.83307933807373,
549655	342675	14.655180931091309,
918170	2504483	14.356224060058594,
215853	7443847	14.833608627319336,
1004131	3881974	14.94927978515625,
115437	2681505	13.035333633422852,
994747	2772356	14.485498428344727,
1002618	2570022	13.640830993652344,
279428	3181806	13.247035026550293,
476803	4835708	12.705036163330078,
580658	3664209	14.411927223205566,
585640	1292650	15.09906005859375,
1016352	4787341	14.394065856933594,
624513	5112167	14.496228218078613,
335698	6396372	15.104248046875,
961065	4465392	14.565507888793945,
1038089	2519915	14.575891494750977,
1002198	2550056	15.248008728027344,
779486	3658663	14.38365650177002,
286979	4548634	14.264863014221191,
1054785	4236612	14.104242324829102,
1043013	5185025	14.755449295043945,
144683	5053816	13.921869277954102,
15337	2015740	13.989021301269531,
834516	2908455	13.967046737670898,
145042	6169866	15.035970687866211,
1144240	2130816	14.674480438232422,
1165149	8540993	15.199050903320312,
792243	2918348	14.33456039428711,
1030224	4807128	14.365169525146484,
1035924	3605444	13.838624000549316,
143262	4882144	14.42512321472168,
966019	3692591	14.55309009552002,
531170	7773115	14.390518188476562,
935451	4599381	14.297406196594238,
293987	1056213	14.851311683654785,
920106	5035368	14.500452041625977,
924364	2598249	13.9979248046875,
939542	4781857	13.745758056640625,
615506	3495318	14.65240478515625,
1172414	1560556	14.206666946411133,
762399	3111872	14.858173370361328,
1033415	2359101	14.71595287322998,
408697	2213883	12.947844505310059,
517240	780732	14.489173889160156,
443463	3684022	14.435087203979492,
618785	1077877	14.76630973815918,
1054513	3858198	14.124094009399414,
